Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
07:bin_000006	99.04	1.46	Neural Network (Specific Model)	11	0.913	513892	310.3631984585742	2112242	0.37	2076	None
07:bin_000026	91.87	1.84	Neural Network (Specific Model)	11	0.868	13660	275.87277964474316	1982252	0.37	2083	None
07:bin_000029	96.88	3.91	Gradient Boost (General Model)	11	0.893	76417	307.21749876421154	2083520	0.43	2023	None
07:bin_000046	92.81	0.64	Gradient Boost (General Model)	11	0.919	13930	295.4955680902498	1195145	0.51	1241	None
07:bin_000064	97.55	0.71	Gradient Boost (General Model)	11	0.913	32322	334.5778217821782	2770343	0.55	2525	None
07:bin_000071	94.25	1.85	Gradient Boost (General Model)	11	0.889	9952	291.06245954692554	3031438	0.59	3090	None
07:bin_000087	92.33	0.46	Gradient Boost (General Model)	11	0.836	19996	316.73468013468016	1684609	0.59	1485	None
07:bin_000099	97.28	1.37	Gradient Boost (General Model)	11	0.882	22178	301.74979287489646	1237548	0.36	1207	None
07:bin_000174	73.29	1.25	Gradient Boost (General Model)	11	0.895	4213	259.5756513026052	1733437	0.62	1996	None
14-TM1:bin_000037	87.33	4.91	Neural Network (Specific Model)	11	0.873	7542	275.3037781840341	3097064	0.62	3282	None
14-TM1:bin_000059	77.8	16.38	Neural Network (Specific Model)	11	0.886	3170	238.1988180666948	1907142	0.37	2369	None
14-TM2:bin_000030	96.05	5.87	Gradient Boost (General Model)	11	0.895	14856	307.4324082363474	4594037	0.52	4468	None
14-TM3:bin_000004	97.45	1.11	Gradient Boost (General Model)	11	0.893	52719	300.14901329037457	2500541	0.29	2483	None
14-TM3:bin_000007	100.0	3.31	Neural Network (Specific Model)	11	0.893	144707	357.58682495344505	5151692	0.43	4296	None
14-TM4:bin_000005	98.96	1.56	Gradient Boost (General Model)	11	0.875	30859	303.9975389663659	2537005	0.54	2438	None
14-TM4:bin_000013	97.49	1.23	Gradient Boost (General Model)	11	0.893	76102	321.77164404223225	3575600	0.52	3315	None
14-TM4:bin_000045	92.55	2.38	Gradient Boost (General Model)	11	0.843	8659	268.8832917705736	1913658	0.59	2005	None
14-TM4:bin_000054	94.66	4.35	Gradient Boost (General Model)	11	0.905	89652	289.93058733790997	1257559	0.3	1311	None
14-TM4:bin_000085	82.9	7.1	Gradient Boost (General Model)	11	0.893	8204	299.69354838709677	2554663	0.52	2542	None
14-TM4:bin_000096	85.43	13.47	Gradient Boost (General Model)	11	0.87	11991	272.3874590547496	2004132	0.3	2137	None
14-TM4:bin_000113	86.58	9.39	Gradient Boost (General Model)	11	0.888	5225	283.70940766550524	4118158	0.51	4305	None
14-TM4:bin_000127	64.23	7.65	Gradient Boost (General Model)	11	0.866	5597	242.6628841607565	1773393	0.29	2115	None
14-TM4:bin_000137	87.35	38.3	Gradient Boost (General Model)	11	0.906	2979	256.52389105058364	5441790	0.54	6425	None
14:bin_000013	95.76	1.69	Gradient Boost (General Model)	11	0.872	17743	311.88013896931096	1850712	0.57	1727	None
14:bin_000058	94.05	3.61	Gradient Boost (General Model)	11	0.841	12878	316.5516847515705	1973769	0.51	1751	None
14:bin_000089	91.12	3.01	Gradient Boost (General Model)	11	0.895	23355	321.22390630382364	3119708	0.51	2903	None
14:bin_000097	99.0	1.13	Gradient Boost (General Model)	11	0.866	63530	320.889477668433	1466735	0.31	1321	None
14:bin_000116	88.14	2.78	Gradient Boost (General Model)	11	0.891	7011	278.2542047092744	1944322	0.53	2081	None
14:bin_000147	83.84	8.19	Gradient Boost (General Model)	11	0.89	15083	298.63122294372295	3714912	0.5	3696	None
14:bin_000167	78.02	1.48	Neural Network (Specific Model)	11	0.893	6638	274.8072402444758	1959910	0.59	2127	None
14:bin_000178	70.03	1.71	Gradient Boost (General Model)	11	0.903	4226	273.3898305084746	2513770	0.5	2773	None
14:bin_000194	56.94	0.99	Gradient Boost (General Model)	11	0.817	2905	240.98296261239943	1866210	0.34	2113	None
21-TM1:bin_000014	98.78	0.84	Gradient Boost (General Model)	11	0.887	33104	314.7858354537744	2505455	0.28	2358	None
21-TM1:bin_000020	98.05	2.28	Gradient Boost (General Model)	11	0.858	60123	325.44409171075836	3221524	0.5	2835	None
21-TM1:bin_000069	93.34	3.1	Neural Network (Specific Model)	11	0.889	17440	303.86490939044484	3107084	0.58	3035	None
21-TM2:bin_000010	97.9	0.38	Gradient Boost (General Model)	11	0.87	78889	322.95532194480944	3384737	0.36	3044	None
21-TM2:bin_000024	88.35	0.0	Gradient Boost (General Model)	11	0.915	9979	323.11944869831547	1381948	0.6	1306	None
21-TM2:bin_000039	97.33	2.38	Neural Network (Specific Model)	11	0.914	141007	410.94745726946616	6384593	0.42	4739	None
21-TM4:bin_000012	97.28	1.32	Gradient Boost (General Model)	11	0.895	108116	324.21178396072014	3316072	0.52	3055	None
21-TM4:bin_000034	95.84	0.0	Gradient Boost (General Model)	11	0.886	61129	353.4526066350711	2017235	0.5	1688	None
21-TM4:bin_000037	96.31	0.66	Neural Network (Specific Model)	11	0.903	68144	326.33838709677417	3354249	0.49	3100	None
21-TM4:bin_000044	89.13	2.48	Gradient Boost (General Model)	11	0.89	37605	340.05128205128204	1828824	0.58	1599	None
21-TM4:bin_000056	90.99	2.08	Gradient Boost (General Model)	11	0.898	5589	286.07897583844215	2644102	0.5	2773	None
21-TM4:bin_000066	92.33	1.97	Gradient Boost (General Model)	11	0.903	30153	284.0599078341014	1429069	0.29	1519	None
21-TM4:bin_000069	93.65	0.64	Gradient Boost (General Model)	11	0.847	24288	307.9185072353389	1430145	0.35	1313	None
21-TM4:bin_000074	82.81	8.24	Gradient Boost (General Model)	11	0.89	8058	293.89511062551213	3619882	0.5	3661	None
21-TM4:bin_000076	95.46	7.4	Neural Network (Specific Model)	11	0.892	49552	318.4375	3848998	0.43	3600	None
21-TM4:bin_000100	92.12	0.98	Neural Network (Specific Model)	11	0.904	145131	389.9582949308756	5611193	0.43	4340	None
21-TM4:bin_000102	75.77	7.79	Gradient Boost (General Model)	11	0.869	11585	275.63617782319875	1858224	0.31	1957	None
21-TM4:bin_000114	78.53	2.64	Gradient Boost (General Model)	11	0.893	9155	307.3450956937799	3447480	0.53	3344	None
21:bin_000002	99.99	0.64	Neural Network (Specific Model)	11	0.883	39510	278.90415335463257	1775504	0.4	1878	None
21:bin_000050	95.26	4.48	Gradient Boost (General Model)	11	0.891	15297	305.7131367292225	3065566	0.58	2984	None
21:bin_000057	91.2	2.87	Gradient Boost (General Model)	11	0.896	9322	282.72	2077694	0.48	2200	None
21:bin_000090	94.05	4.63	Neural Network (Specific Model)	11	0.894	80792	316.301775147929	3401898	0.47	3211	None
21:bin_000109	98.92	1.26	Gradient Boost (General Model)	11	0.858	105046	322.8569092395748	1378551	0.31	1223	None
21:bin_000148	77.26	0.0	Gradient Boost (General Model)	11	0.868	5957	311.7764367816092	1872827	0.47	1740	None
21:bin_000151	92.5	0.41	Neural Network (Specific Model)	11	0.913	251847	376.8374083129584	4047991	0.47	3272	None
21:bin_000187	99.93	9.31	Neural Network (Specific Model)	11	0.854	19609	278.49474079639367	2602668	0.26	2662	None
21:bin_000192	73.74	10.63	Gradient Boost (General Model)	11	0.89	3714	277.91072095629437	2504147	0.53	2677	None
D300694:bin_000001	99.98	0.53	Neural Network (Specific Model)	11	0.881	36494	283.67498581962565	1699202	0.4	1763	None
D300694:bin_000014	90.52	0.94	Gradient Boost (General Model)	11	0.87	11511	282.92541534110995	2756212	0.58	2829	None
D300695:bin_000025	82.68	3.14	Neural Network (Specific Model)	11	0.913	9280	282.7673084801311	2262460	0.43	2441	None
D300696:bin_000002	95.39	1.02	Gradient Boost (General Model)	11	0.847	25166	320.86333927510395	1909077	0.51	1683	None
D300696:bin_000009	87.2	0.25	Neural Network (Specific Model)	11	0.874	48500	331.07053941908714	3008488	0.51	2651	None
D300696:bin_000026	97.18	2.08	Gradient Boost (General Model)	11	0.907	100043	340.17021276595744	1003339	0.37	893	None
D300696:bin_000030	71.44	2.14	Gradient Boost (General Model)	11	0.895	3890	243.2121100917431	2216024	0.32	2725	None
D300696:bin_000036	65.32	14.16	Gradient Boost (General Model)	11	0.866	3317	262.4414511494253	2525073	0.53	2784	None
D300702:bin_000001	100.0	0.05	Neural Network (Specific Model)	11	0.879	88879	309.410467751906	5114863	0.51	4853	None
D300703:bin_000012	80.82	0.66	Neural Network (Specific Model)	11	0.897	147826	369.902752293578	4038119	0.42	3270	None
D300705:bin_000014	95.79	3.48	Neural Network (Specific Model)	11	0.882	8679	283.6971279373368	4425873	0.51	4596	None
D300708:bin_000005	99.99	0.38	Neural Network (Specific Model)	11	0.91	289561	363.8200946870068	4555399	0.47	3802	None
D300708:bin_000019	97.77	1.68	Gradient Boost (General Model)	11	0.895	39697	321.7096153846154	2238200	0.28	2080	None
D300708:bin_000030	99.88	4.32	Neural Network (Specific Model)	11	0.897	116840	319.7279098110908	3500981	0.44	3282	None
D300708:bin_000042	80.64	6.32	Gradient Boost (General Model)	11	0.904	7005	267.30476960388035	1094987	0.26	1237	None
D300709:bin_000022	88.81	0.56	Gradient Boost (General Model)	11	0.916	5936	275.26170376055256	1173159	0.51	1303	None
D300709:bin_000029	99.49	23.12	Gradient Boost (General Model)	11	0.901	71580	343.2356589147287	1471918	0.32	1290	None
D300709:bin_000042	75.94	21.92	Gradient Boost (General Model)	11	0.867	2459	242.73935018050543	2323213	0.63	2770	None
D300711:bin_000022	98.26	0.38	Gradient Boost (General Model)	11	0.892	145917	329.08946322067595	1111534	0.37	1006	None
D300711:bin_000030	91.63	4.98	Gradient Boost (General Model)	11	0.88	15692	315.7301658449126	2398026	0.58	2231	None
D300711:bin_000039	79.67	19.9	Gradient Boost (General Model)	11	0.881	8067	270.7789360172538	5117296	0.58	5564	None
D300711:bin_000041	64.31	0.97	Gradient Boost (General Model)	11	0.903	2725	255.27639383155397	713214	0.32	843	None
D300713:bin_000005	99.62	0.13	Neural Network (Specific Model)	11	0.846	63998	316.6030412164866	2794828	0.59	2499	None
D300713:bin_000006	100.0	1.03	Neural Network (Specific Model)	11	0.873	78479	326.92326139088726	3273391	0.36	2919	None
D300713:bin_000017	92.51	5.08	Gradient Boost (General Model)	11	0.907	8012	304.18331616889805	975151	0.37	971	None
D300713:bin_000022	59.94	3.17	Gradient Boost (General Model)	11	0.906	3257	250.11096256684493	1854989	0.56	2244	None
D300714:bin_000033	88.32	2.5	Gradient Boost (General Model)	11	0.855	15723	327.73426573426576	3283363	0.52	2860	None
D300718:bin_000009	90.73	3.36	Gradient Boost (General Model)	11	0.9	9367	266.08196721311475	2482972	0.32	2806	None
D300718:bin_000013	88.57	38.83	Gradient Boost (General Model)	11	0.871	3238	222.49069950222687	2915733	0.27	3817	None
D300719:bin_000021	63.89	2.13	Neural Network (Specific Model)	11	0.864	5761	253.87588235294118	1496118	0.37	1700	None
D300724:bin_000025	65.22	23.14	Gradient Boost (General Model)	11	0.89	9923	266.6057906458797	2013977	0.59	2245	None
D300726:bin_000010	99.5	2.62	Neural Network (Specific Model)	11	0.911	273613	361.25750192357015	4630888	0.47	3899	None
D300726:bin_000012	99.27	3.66	Neural Network (Specific Model)	11	0.915	154572	411.855719237435	6228164	0.42	4616	None
D300726:bin_000015	89.34	2.19	Neural Network (Specific Model)	11	0.874	7315	274.99649122807017	2417174	0.45	2565	None
D300727:bin_000002	99.78	0.16	Neural Network (Specific Model)	11	0.901	147068	375.03295341922694	5032268	0.41	4036	None
D300727:bin_000019	83.91	1.76	Neural Network (Specific Model)	11	0.915	152335	414.9942307692308	5653965	0.42	4160	None
D300727:bin_000022	50.9	1.98	Gradient Boost (General Model)	11	0.89	2780	266.9111111111111	1172130	0.51	1305	None
D300729:bin_000018	85.79	35.79	Gradient Boost (General Model)	11	0.907	2159	242.985329048484	5735438	0.51	7157	None
D300730:bin_000021	100.0	0.98	Gradient Boost (General Model)	11	0.9	42106	322.0	3047884	0.44	2846	None
D300730:bin_000024	78.33	3.41	Gradient Boost (General Model)	11	0.852	5618	264.1126943005181	2150542	0.64	2316	None
D300731:bin_000011	95.07	0.6	Gradient Boost (General Model)	11	0.866	14436	321.13498452012385	1792456	0.51	1615	None
D300733:bin_000001	99.98	0.5	Neural Network (Specific Model)	11	0.883	33236	282.74175199089876	1686482	0.4	1758	None
D300733:bin_000028	85.73	1.12	Neural Network (Specific Model)	11	0.887	17119	300.6506761107534	3150518	0.46	3106	None
D300739:bin_000002	70.55	0.08	Neural Network (Specific Model)	11	0.881	3763	254.3002659574468	3250023	0.51	3760	None
D300746:bin_000004	100.0	4.93	Gradient Boost (General Model)	11	0.889	67322	297.1456637664889	3567090	0.3	3563	None
D300751:bin_000037	69.02	2.43	Gradient Boost (General Model)	11	0.895	3146	279.56381486676014	2001214	0.48	2139	None
D300751:bin_000044	56.59	1.74	Gradient Boost (General Model)	11	0.913	2442	237.21683673469389	609533	0.51	784	None
D300752:bin_000004	99.89	0.76	Neural Network (Specific Model)	11	0.927	200403	326.01450832885547	1958484	0.35	1861	None
D300753:bin_000009	84.97	1.21	Neural Network (Specific Model)	11	0.849	7778	286.1700767263427	2363532	0.59	2346	None
D300753:bin_000013	90.31	23.13	Neural Network (Specific Model)	11	0.885	4813	251.0982596084119	2343503	0.37	2758	None
D300754:bin_000007	95.64	3.8	Gradient Boost (General Model)	11	0.89	26130	280.39803921568625	1443078	0.3	1530	None
D300754:bin_000010	84.05	1.65	Neural Network (Specific Model)	11	0.918	5143	254.70374776918501	1395697	0.39	1681	None
D300754:bin_000011	88.02	24.12	Gradient Boost (General Model)	11	0.902	4084	257.57212521629697	5433211	0.47	6357	None
D300755:bin_000014	88.29	13.59	Neural Network (Specific Model)	11	0.896	21226	310.35673076923075	3236128	0.46	3120	None
D300756:bin_000029	87.57	0.5	Gradient Boost (General Model)	11	0.835	25258	307.8264525993884	1444352	0.25	1308	None
D300756:bin_000043	87.07	32.07	Neural Network (Specific Model)	11	0.884	5785	270.2661190965092	2230678	0.4	2435	None
D300758:bin_000017	78.98	2.81	Gradient Boost (General Model)	11	0.931	4527	269.69209956709955	1601379	0.35	1848	None
D300759:bin_000012	96.19	5.55	Gradient Boost (General Model)	11	0.886	27706	307.05771276595743	3899283	0.5	3760	None
D300761:bin_000001	99.99	0.1	Neural Network (Specific Model)	11	0.903	174289	372.67774566473986	5133614	0.41	4152	None
D300761:bin_000018	94.98	1.66	Neural Network (Specific Model)	11	0.907	19489	292.754347826087	2666517	0.41	2760	None
D300761:bin_000019	88.89	2.16	Gradient Boost (General Model)	11	0.903	6280	289.27739176910745	1795219	0.29	1871	None
D300761:bin_000029	61.76	1.88	Gradient Boost (General Model)	11	0.853	3527	250.6627539503386	1949025	0.43	2215	None
D300761:bin_000030	82.56	22.54	Gradient Boost (General Model)	11	0.9	5499	272.9917886469118	5083589	0.47	5602	None
D300762:bin_000012	96.82	26.01	Gradient Boost (General Model)	11	0.895	11356	316.35295849278776	3595792	0.48	3397	None
D300763:bin_000012	95.19	1.85	Gradient Boost (General Model)	11	0.845	16950	287.2512853470437	3168047	0.43	3112	None
D300763:bin_000021	78.18	2.34	Gradient Boost (General Model)	11	0.906	5452	279.6497156239545	2760983	0.48	2989	None
D300763:bin_000025	67.6	0.83	Gradient Boost (General Model)	11	0.891	3837	240.51244509516837	1103171	0.52	1366	None
D300763:bin_000027	97.77	43.96	Gradient Boost (General Model)	11	0.889	20541	302.1856027753686	7044815	0.5	6918	None
D300766:bin_000005	99.95	0.61	Neural Network (Specific Model)	11	0.912	258725	363.1419304618578	4599571	0.47	3854	None
D300766:bin_000034	59.12	1.5	Gradient Boost (General Model)	11	0.89	2613	252.50086355785837	1474895	0.37	1737	None
TM1:bin_000016	99.98	1.52	Neural Network (Specific Model)	11	0.876	23525	283.4015461573442	2129857	0.39	2199	None
TM1:bin_000017	99.7	0.42	Neural Network (Specific Model)	11	0.875	45584	300.9166666666667	1743628	0.4	1692	None
TM1:bin_000018	97.85	0.33	Gradient Boost (General Model)	11	0.868	46396	302.69454667112745	3120750	0.37	2989	None
TM1:bin_000019	98.83	0.12	Neural Network (Specific Model)	11	0.887	24958	322.85895003162557	1723898	0.49	1581	None
TM1:bin_000036	98.32	1.66	Gradient Boost (General Model)	11	0.885	12064	298.7697967764541	2883671	0.6	2854	None
TM1:bin_000055	96.12	1.98	Gradient Boost (General Model)	11	0.891	22578	302.6992790937178	1974882	0.42	1942	None
TM1:bin_000056	96.47	0.82	Neural Network (Specific Model)	11	0.903	90364	304.5989992852037	2824716	0.41	2798	None
TM1:bin_000070	93.81	2.2	Gradient Boost (General Model)	11	0.879	12616	287.6642920747996	2201682	0.58	2246	None
TM1:bin_000072	94.35	4.08	Gradient Boost (General Model)	11	0.894	62438	328.6294233289646	3358388	0.54	3052	None
TM1:bin_000090	93.99	5.05	Gradient Boost (General Model)	11	0.869	9000	276.38793363499246	3154486	0.6	3315	None
TM1:bin_000103	91.13	5.74	Gradient Boost (General Model)	11	0.886	9616	288.8821569221448	3221177	0.52	3301	None
TM1:bin_000108	100.0	9.33	Gradient Boost (General Model)	11	0.884	35453	287.39229599594523	1922139	0.27	1973	None
TM1:bin_000126	93.51	0.3	Neural Network (Specific Model)	11	0.901	39759	315.4536360138515	2725359	0.46	2599	None
TM1:bin_000128	97.52	0.55	Gradient Boost (General Model)	11	0.882	72429	315.2750716332378	1119913	0.34	1047	None
TM1:bin_000131	84.68	2.37	Gradient Boost (General Model)	11	0.893	11853	309.1310446659284	2806440	0.49	2709	None
TM1:bin_000150	95.51	12.2	Gradient Boost (General Model)	11	0.853	25929	269.4299660441426	2227404	0.29	2356	None
TM1:bin_000171	80.44	1.31	Gradient Boost (General Model)	11	0.891	5145	257.690953745395	2115539	0.41	2443	None
TM1:bin_000182	79.5	4.86	Gradient Boost (General Model)	11	0.867	10939	245.93132075471698	1122968	0.28	1325	None
TM2:bin_000039	95.51	0.02	Gradient Boost (General Model)	11	0.881	36794	339.6916002452483	1883240	0.54	1631	None
TM2:bin_000043	95.7	1.17	Gradient Boost (General Model)	11	0.908	15805	295.91683406990757	2428524	0.44	2489	None
TM2:bin_000045	99.17	1.96	Gradient Boost (General Model)	11	0.862	28082	284.3875	2133831	0.5	2160	None
TM2:bin_000057	99.58	5.23	Neural Network (Specific Model)	11	0.904	38959	300.2287308228731	2852992	0.41	2868	None
TM2:bin_000073	93.58	5.15	Gradient Boost (General Model)	11	0.902	21166	309.7969398340249	3963829	0.51	3856	None
TM2:bin_000079	92.51	6.6	Neural Network (Specific Model)	11	0.865	8265	273.62529274004686	3235244	0.59	3416	None
TM2:bin_000097	93.82	4.39	Gradient Boost (General Model)	11	0.876	6577	276.55689102564105	2361753	0.62	2496	None
TM2:bin_000125	97.04	4.93	Gradient Boost (General Model)	11	0.901	14619	306.7575491058341	3476363	0.53	3411	None
TM2:bin_000134	87.31	1.44	Gradient Boost (General Model)	11	0.911	58040	338.70247148288973	3512031	0.57	3156	None
TM2:bin_000173	88.2	4.38	Gradient Boost (General Model)	11	0.897	15702	300.3349753694581	3458798	0.47	3451	None
TM2:bin_000176	94.22	7.66	Gradient Boost (General Model)	11	0.86	14969	266.57894736842104	1815163	0.27	1957	None
TM2:bin_000192	77.1	10.28	Gradient Boost (General Model)	11	0.885	6423	261.3923293455313	2510571	0.35	2842	None
TM3:bin_000016	98.57	0.78	Gradient Boost (General Model)	11	0.849	17098	278.3039961941009	2063288	0.59	2102	None
TM3:bin_000052	92.12	3.0	Gradient Boost (General Model)	11	0.882	62543	278.9666269368296	1589750	0.29	1678	None
TM3:bin_000073	86.91	2.56	Gradient Boost (General Model)	11	0.907	24171	324.73198100992664	2482640	0.53	2317	None
TM3:bin_000088	86.08	4.11	Neural Network (Specific Model)	11	0.848	6355	272.46587964296	3342320	0.28	3473	None
TM3:bin_000091	80.8	1.75	Gradient Boost (General Model)	11	0.902	32312	278.4772640427971	2418347	0.31	2617	None
TM3:bin_000111	84.48	4.22	Neural Network (Specific Model)	11	0.899	13345	293.7282340500529	2775307	0.47	2837	None
TM3:bin_000113	71.87	6.74	Gradient Boost (General Model)	11	0.909	19287	274.1096256684492	1350604	0.29	1496	None
TM3:bin_000123	69.36	5.95	Gradient Boost (General Model)	11	0.845	9261	257.54831932773106	1737274	0.27	1904	None
TM3:bin_000127	57.67	2.7	Gradient Boost (General Model)	11	0.859	5727	281.05041551246535	1770071	0.65	1805	None
TM4:bin_000035	99.45	2.9	Gradient Boost (General Model)	11	0.884	35701	308.6444086886565	2598872	0.28	2486	None
TM4:bin_000040	92.78	1.15	Gradient Boost (General Model)	11	0.882	12359	306.4709879769995	1989334	0.51	1913	None
TM4:bin_000067	93.61	5.55	Neural Network (Specific Model)	11	0.877	28631	294.34575442883323	1646679	0.41	1637	None
TM4:bin_000099	93.33	0.04	Gradient Boost (General Model)	11	0.878	8345	286.1951515151515	1611098	0.49	1650	None
TM4:bin_000129	89.48	2.68	Neural Network (Specific Model)	11	0.888	45559	328.74144357844796	3271507	0.56	2951	None
TM4:bin_000148	93.62	4.36	Neural Network (Specific Model)	11	0.913	10797	266.206	2182520	0.36	2500	None
TM4:bin_000152	95.7	6.27	Gradient Boost (General Model)	11	0.878	25400	267.4479034307497	1434138	0.28	1574	None
TM4:bin_000153	90.97	0.51	Neural Network (Specific Model)	11	0.894	15206	312.02780296161984	3457095	0.48	3309	None
TM4:bin_000171	85.65	5.83	Gradient Boost (General Model)	11	0.899	11227	283.5281212604707	2369141	0.29	2507	None
TM4:bin_000197	89.92	6.84	Gradient Boost (General Model)	11	0.914	26009	279.2662473794549	1307900	0.29	1431	None
TM4:bin_000207	87.48	11.27	Gradient Boost (General Model)	11	0.879	13078	300.2126126126126	2270862	0.62	2220	None
TM4:bin_000212	93.3	7.36	Gradient Boost (General Model)	11	0.877	58677	288.2381523695261	1639981	0.28	1667	None
TM4:bin_000220	84.74	3.02	Gradient Boost (General Model)	11	0.89	14833	298.7690979715149	2326526	0.52	2317	None
TM4:bin_000279	78.07	10.47	Gradient Boost (General Model)	11	0.87	12532	282.17121982210926	3058364	0.57	3148	None
TM4:bin_000296	70.09	2.02	Gradient Boost (General Model)	11	0.907	3789	266.28688524590166	2252317	0.51	2562	None
TM4:bin_000306	70.26	9.05	Gradient Boost (General Model)	11	0.86	3908	280.5048638132296	2008019	0.56	2056	None
TM4:bin_000322	96.12	44.94	Gradient Boost (General Model)	11	0.852	4331	257.53579021970233	3830945	0.64	4233	None
TM4:bin_000334	60.26	3.78	Gradient Boost (General Model)	11	0.892	3136	247.77030273906774	1729895	0.49	2081	None
00-TM1:bin_000007	99.98	0.57	Neural Network (Specific Model)	11	0.883	46383	289.3884414969209	2072727	0.37	2111	None
00-TM1:bin_000018	99.32	2.93	Neural Network (Specific Model)	11	0.899	90494	297.73570728520093	3035467	0.41	3061	None
00-TM1:bin_000030	93.43	3.08	Gradient Boost (General Model)	11	0.892	17022	313.390789028107	3108389	0.49	2953	None
00-TM1:bin_000063	98.17	12.27	Gradient Boost (General Model)	11	0.833	19949	271.35213086526045	2263977	0.25	2323	None
00-TM1:bin_000080	92.05	4.7	Neural Network (Specific Model)	11	0.891	19024	306.12212054275795	3261028	0.46	3169	None
00-TM1:bin_000084	94.0	4.46	Gradient Boost (General Model)	11	0.878	8532	291.34404674945216	2721304	0.62	2738	None
00-TM1:bin_000103	89.99	5.71	Gradient Boost (General Model)	11	0.901	11641	267.3399390243902	1164768	0.28	1312	None
00-TM2:bin_000013	100.0	0.0	Gradient Boost (General Model)	11	0.752	55407	281.15602536997886	2648836	0.35	2365	None
00-TM2:bin_000015	100.0	0.25	Neural Network (Specific Model)	11	0.872	68217	327.37140854940435	3212006	0.36	2854	None
00-TM2:bin_000028	95.16	3.65	Gradient Boost (General Model)	11	0.904	23467	309.0105459057072	3300945	0.55	3224	None
00-TM2:bin_000044	97.85	4.7	Gradient Boost (General Model)	11	0.891	30841	326.72281093139986	3936294	0.52	3586	None
00-TM2:bin_000104	78.46	0.79	Neural Network (Specific Model)	11	0.842	6662	253.30410607356714	2106112	0.33	2338	None
00-TM2:bin_000132	48.02	1.18	Neural Network (Specific Model)	11	0.884	2905	255.59217877094972	1084772	0.5	1253	None
00-TM2:bin_000137	62.15	4.14	Gradient Boost (General Model)	11	0.876	6218	265.501183898974	1149702	0.28	1267	None
00-TM3:bin_000038	92.25	2.97	Gradient Boost (General Model)	11	0.893	16187	303.09363091997824	3732789	0.51	3674	None
00-TM3:bin_000044	87.95	3.42	Gradient Boost (General Model)	11	0.848	5788	272.16093317516805	2429017	0.62	2529	None
00-TM3:bin_000056	99.91	4.76	Gradient Boost (General Model)	11	0.889	8192	300.79695817490494	1332105	0.32	1315	None
00-TM3:bin_000077	77.89	3.79	Gradient Boost (General Model)	11	0.894	8684	302.17797042325344	1985352	0.63	1961	None
00-TM3:bin_000082	90.25	2.41	Neural Network (Specific Model)	11	0.901	6457	294.79930945187743	2268979	0.42	2317	None
00-TM3:bin_000099	82.17	8.42	Gradient Boost (General Model)	11	0.895	6519	263.95825659914055	1436298	0.3	1629	None
00-TM3:bin_000125	64.06	1.01	Gradient Boost (General Model)	11	0.888	4197	254.16144578313254	710896	0.31	830	None
00-TM3:bin_000129	70.2	12.87	Gradient Boost (General Model)	11	0.87	2148	231.32436974789917	1420796	0.3	1785	None
00-TM4:bin_000021	98.79	0.43	Gradient Boost (General Model)	11	0.912	45932	318.8575809199319	3072286	0.47	2935	None
00-TM4:bin_000039	96.03	2.01	Neural Network (Specific Model)	11	0.868	25131	293.02005919105557	3073167	0.44	3041	None
00-TM4:bin_000040	98.18	3.21	Gradient Boost (General Model)	11	0.86	19372	304.46190828402365	2864597	0.54	2704	None
00-TM4:bin_000087	87.28	6.91	Neural Network (Specific Model)	11	0.902	62284	330.11130078525093	3209003	0.54	2929	None
00-TM4:bin_000100	80.53	4.75	Gradient Boost (General Model)	11	0.832	8546	272.9827160493827	2784389	0.54	2835	None
00:bin_000010	98.9	0.55	Gradient Boost (General Model)	11	0.908	37750	314.2984375	1990873	0.46	1920	None
00:bin_000023	99.36	0.76	Gradient Boost (General Model)	11	0.883	69407	326.63029244871234	2537523	0.55	2291	None
00:bin_000072	89.34	4.56	Gradient Boost (General Model)	11	0.861	5579	283.93788312219044	2416066	0.44	2447	None
00:bin_000092	96.4	0.89	Neural Network (Specific Model)	11	0.873	88849	336.7032534858777	3230983	0.51	2797	None
00:bin_000109	95.93	5.15	Gradient Boost (General Model)	11	0.92	63034	296.58934169278996	1231520	0.27	1276	None
00:bin_000132	95.05	1.93	Gradient Boost (General Model)	11	0.861	93026	311.1225	1731082	0.31	1600	None
00:bin_000136	93.97	1.19	Gradient Boost (General Model)	11	0.897	27761	284.3323657474601	1308105	0.34	1378	None
00:bin_000163	99.12	0.33	Gradient Boost (General Model)	11	0.894	141355	325.00416666666666	1045601	0.36	960	None
00:bin_000169	93.24	6.26	Gradient Boost (General Model)	11	0.903	20005	285.15450399087797	1658629	0.27	1754	None
00:bin_000189	82.81	3.7	Neural Network (Specific Model)	11	0.906	18090	311.97134146341466	3383222	0.51	3280	None
00:bin_000195	88.37	9.84	Gradient Boost (General Model)	11	0.861	6307	299.5436936936937	2313847	0.57	2220	None
00:bin_000221	80.91	11.45	Gradient Boost (General Model)	11	0.887	47307	303.24447868515665	1994959	0.27	1947	None
00:bin_000238	81.48	1.44	Gradient Boost (General Model)	11	0.864	10020	283.3020908435472	1362346	0.27	1387	None
00:bin_000244	74.18	6.23	Gradient Boost (General Model)	11	0.876	9251	278.4746233148295	2400398	0.59	2522	None
00:bin_000257	80.02	5.16	Neural Network (Specific Model)	11	0.897	16125	296.7090558766859	3084206	0.45	3114	None
